i,t,m,index,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
7038600941010,2007,East serbia,1447,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
7038600941011,2007,East serbia,1448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7038600941014,2007,East serbia,1449,2,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1.609437912
7038601671001,2007,East serbia,1450,1,1,2,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1.609437912
7038601671002,2007,East serbia,1451,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361
7038601671003,2007,East serbia,1452,2,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1.609437912
7038601671004,2007,East serbia,1453,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361
7038601671005,2007,East serbia,1454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7038601671006,2007,East serbia,1455,2,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1.791759469
7038601671007,2007,East serbia,1456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7038601671008,2007,East serbia,1457,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1.609437912
7038601671009,2007,East serbia,1458,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.098612289
7038601671010,2007,East serbia,1459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7038601671011,2007,East serbia,1460,2,1,2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1.791759469
7038601671012,2007,East serbia,1461,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1.386294361
7038601671013,2007,East serbia,1462,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7038601671014,2007,East serbia,1463,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289
7039400191001,2007,East serbia,1464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
7039400191002,2007,East serbia,1465,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.386294361
7039400191003,2007,East serbia,1466,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
7039400191005,2007,East serbia,1467,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7039400191006,2007,East serbia,1468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
7039400191008,2007,East serbia,1469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7039400191010,2007,East serbia,1470,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.098612289
7039400191011,2007,East serbia,1471,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7039400191013,2007,East serbia,1472,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7039400191014,2007,East serbia,1473,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7039400551002,2007,East serbia,1474,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7039400551003,2007,East serbia,1475,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7039400551004,2007,East serbia,1476,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7039400551005,2007,East serbia,1477,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.386294361
7039400551006,2007,East serbia,1478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7039400551007,2007,East serbia,1479,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.098612289
7039400551008,2007,East serbia,1480,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1.609437912
7039400551009,2007,East serbia,1481,3,2,0,2,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1.945910149
7039400551011,2007,East serbia,1482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7039400551012,2007,East serbia,1483,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
7039400551013,2007,East serbia,1484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7040800751001,2007,West serbia,1485,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1.386294361
7040800751002,2007,West serbia,1486,2,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1.791759469
7040800751003,2007,West serbia,1487,2,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1.791759469
7040800751004,2007,West serbia,1488,2,1,1,4,0,0,1,0,0,1,0,0,0,1,2,0,2,1,2.079441542
7040800751005,2007,West serbia,1489,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1.386294361
7040800751007,2007,West serbia,1490,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7040800751008,2007,West serbia,1491,3,2,1,2,0,0,0,0,0,0,1,2,0,1,1,1,1,1,2.079441542
7040800751009,2007,West serbia,1492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7040800751010,2007,West serbia,1493,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7040800751011,2007,West serbia,1494,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1.791759469
7040800751012,2007,West serbia,1495,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
7040800751013,2007,West serbia,1496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7040800751014,2007,West serbia,1497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7041600231001,2007,South-east serbia,1498,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
7041600231002,2007,South-east serbia,1499,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289
7041600231003,2007,South-east serbia,1500,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
7041600231005,2007,South-east serbia,1501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7041600231007,2007,South-east serbia,1502,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7041600231008,2007,South-east serbia,1503,1,2,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1.609437912
7041600231009,2007,South-east serbia,1504,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.098612289
7041600231010,2007,South-east serbia,1505,2,2,0,2,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1.791759469
7041600231011,2007,South-east serbia,1506,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
7041600231012,2007,South-east serbia,1507,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1.609437912
7041600231013,2007,South-east serbia,1508,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7041600231014,2007,South-east serbia,1509,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7041601391001,2007,South-east serbia,1510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7041601391002,2007,South-east serbia,1511,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7041601391003,2007,South-east serbia,1512,1,0,1,3,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1.609437912
7041601391004,2007,South-east serbia,1513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7041601391005,2007,South-east serbia,1514,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912
7041601391006,2007,South-east serbia,1515,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
7041601391007,2007,South-east serbia,1516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7041601391008,2007,South-east serbia,1517,1,2,1,2,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1.791759469
7041601391009,2007,South-east serbia,1518,2,2,2,2,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2.079441542
7041601391010,2007,South-east serbia,1519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7041601391011,2007,South-east serbia,1520,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
7041601391012,2007,South-east serbia,1521,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
7041601391013,2007,South-east serbia,1522,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1.386294361
7041601391014,2007,South-east serbia,1523,4,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1.791759469
7042400471001,2007,South-east serbia,1524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7042400471002,2007,South-east serbia,1525,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1.386294361
7042400471003,2007,South-east serbia,1526,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7042400471005,2007,South-east serbia,1527,2,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1.609437912
7042400471006,2007,South-east serbia,1528,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.386294361
7042400471008,2007,South-east serbia,1529,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
7042400471009,2007,South-east serbia,1530,2,2,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1.791759469
7042400471010,2007,South-east serbia,1531,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1.791759469
7042400471011,2007,South-east serbia,1532,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1.386294361
7042400471012,2007,South-east serbia,1533,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7042400471013,2007,South-east serbia,1534,2,0,1,2,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1.609437912
7042400471014,2007,South-east serbia,1535,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
7042401381001,2007,South-east serbia,1536,2,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1.791759469
7042401381002,2007,South-east serbia,1537,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7042401381004,2007,South-east serbia,1538,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
7042401381005,2007,South-east serbia,1539,2,1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1.791759469
7042401381006,2007,South-east serbia,1540,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
7042401381007,2007,South-east serbia,1541,2,1,1,2,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1.791759469
7042401381008,2007,South-east serbia,1542,2,0,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1.791759469
7042401381009,2007,South-east serbia,1543,2,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1.791759469
7042401381010,2007,South-east serbia,1544,3,3,1,3,0,0,1,2,0,1,0,0,1,1,1,1,1,1,2.302585093
7042401381011,2007,South-east serbia,1545,2,0,1,3,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1.791759469
7042401381012,2007,South-east serbia,1546,2,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1.609437912
7042401381013,2007,South-east serbia,1547,4,0,1,2,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1.945910149
7042401381014,2007,South-east serbia,1548,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1.609437912
7043200611001,2007,South-east serbia,1549,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
7043200611002,2007,South-east serbia,1550,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7043200611003,2007,South-east serbia,1551,2,2,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1.791759469
7043200611004,2007,South-east serbia,1552,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
7043200611005,2007,South-east serbia,1553,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289
7043200611006,2007,South-east serbia,1554,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806
7043200611007,2007,South-east serbia,1555,5,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1.791759469
7043200611008,2007,South-east serbia,1556,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
7043200611009,2007,South-east serbia,1557,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043200611010,2007,South-east serbia,1558,2,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1.609437912
7043200611011,2007,South-east serbia,1559,2,3,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,1,1.791759469
7043200611013,2007,South-east serbia,1560,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
7043200611014,2007,South-east serbia,1561,2,2,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1.609437912
7043201131001,2007,South-east serbia,1562,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7043201131002,2007,South-east serbia,1563,2,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1.791759469
7043201131003,2007,South-east serbia,1564,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
7043201131004,2007,South-east serbia,1565,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043201131006,2007,South-east serbia,1566,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1.098612289
7043201131007,2007,South-east serbia,1567,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361
7043201131008,2007,South-east serbia,1568,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7043201131009,2007,South-east serbia,1569,1,2,1,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0,1.609437912
7043201131010,2007,South-east serbia,1570,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7043201131011,2007,South-east serbia,1571,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1.609437912
7043201131012,2007,South-east serbia,1572,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1.609437912
7043201131014,2007,South-east serbia,1573,2,2,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1.791759469
7043201721001,2007,South-east serbia,1574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7043201721003,2007,South-east serbia,1575,2,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.791759469
7043201721005,2007,South-east serbia,1576,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1.386294361
7043201721006,2007,South-east serbia,1577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7043201721007,2007,South-east serbia,1578,3,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1.945910149
7043201721008,2007,South-east serbia,1579,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1.386294361
7043201721009,2007,South-east serbia,1580,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1.098612289
7043201721010,2007,South-east serbia,1581,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1.386294361
7043201721011,2007,South-east serbia,1582,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
7043201721012,2007,South-east serbia,1583,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1.386294361
7043201721013,2007,South-east serbia,1584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7043201721014,2007,South-east serbia,1585,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1.386294361
7043202251001,2007,South-east serbia,1586,2,0,2,2,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1.791759469
7043202251002,2007,South-east serbia,1587,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043202251003,2007,South-east serbia,1588,1,2,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1.609437912
7043202251004,2007,South-east serbia,1589,1,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
7043202251005,2007,South-east serbia,1590,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1.609437912
7043202251006,2007,South-east serbia,1591,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361
7043202251007,2007,South-east serbia,1592,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
7043202251008,2007,South-east serbia,1593,2,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1.609437912
7043202251009,2007,South-east serbia,1594,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
7043202251010,2007,South-east serbia,1595,3,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1.609437912
7043202251011,2007,South-east serbia,1596,2,0,1,2,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1.609437912
7043202251012,2007,South-east serbia,1597,2,0,1,4,0,0,1,0,0,0,0,0,3,1,0,0,1,1,1.945910149
7043202251013,2007,South-east serbia,1598,2,1,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1.609437912
7043202251014,2007,South-east serbia,1599,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
7043203001001,2007,South-east serbia,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7043203001002,2007,South-east serbia,1601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043203001003,2007,South-east serbia,1602,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7043203001004,2007,South-east serbia,1603,2,0,2,2,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1.791759469
7043203001005,2007,South-east serbia,1604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043203001006,2007,South-east serbia,1605,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7043203001007,2007,South-east serbia,1606,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7043203001008,2007,South-east serbia,1607,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7043203001009,2007,South-east serbia,1608,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043203001010,2007,South-east serbia,1609,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043203001011,2007,South-east serbia,1610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7043203001012,2007,South-east serbia,1611,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7043203001013,2007,South-east serbia,1612,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7043203001014,2007,South-east serbia,1613,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
7045900621001,2007,Sumadija,1614,2,1,1,2,0,0,0,0,1,0,0,2,1,0,0,1,1,0,1.791759469
7045900621002,2007,Sumadija,1615,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7045900621003,2007,Sumadija,1616,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1.609437912
7045900621004,2007,Sumadija,1617,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7045900621005,2007,Sumadija,1618,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.386294361
7045900621006,2007,Sumadija,1619,1,1,0,4,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1.791759469
7045900621007,2007,Sumadija,1620,3,1,1,3,1,0,0,1,0,0,0,0,1,2,0,1,2,0,2.079441542
7045900621008,2007,Sumadija,1621,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
7045900621009,2007,Sumadija,1622,2,0,3,3,0,0,2,0,1,0,0,0,0,0,1,1,2,1,2.079441542
7045900621011,2007,Sumadija,1623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7045900621013,2007,Sumadija,1624,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7045900621014,2007,Sumadija,1625,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
7046700321001,2007,South-east serbia,1626,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
7046700321002,2007,South-east serbia,1627,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7046700321003,2007,South-east serbia,1628,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7046700321007,2007,South-east serbia,1629,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7046700321008,2007,South-east serbia,1630,1,1,2,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1.791759469
7046700321009,2007,South-east serbia,1631,3,0,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.609437912
7046700321010,2007,South-east serbia,1632,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7046700321012,2007,South-east serbia,1633,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7046700321013,2007,South-east serbia,1634,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361
7046700321014,2007,South-east serbia,1635,2,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1.609437912
7047500181002,2007,East serbia,1636,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.098612289
7047500181004,2007,East serbia,1637,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
7047500181006,2007,East serbia,1638,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
7047500181007,2007,East serbia,1639,2,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1.609437912
7047500181008,2007,East serbia,1640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7047500181009,2007,East serbia,1641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471806
7047500181010,2007,East serbia,1642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7047500181011,2007,East serbia,1643,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7047500181012,2007,East serbia,1644,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1.386294361
7047500181013,2007,East serbia,1645,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
7048300331001,2007,Sumadija,1646,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361
7048300331002,2007,Sumadija,1647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7048300331003,2007,Sumadija,1648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7048300331004,2007,Sumadija,1649,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7048300331005,2007,Sumadija,1650,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361
7048300331006,2007,Sumadija,1651,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7048300331007,2007,Sumadija,1652,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7048300331008,2007,Sumadija,1653,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1.386294361
7048300331009,2007,Sumadija,1654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7048300331010,2007,Sumadija,1655,1,0,1,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361
7048300331011,2007,Sumadija,1656,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7048300331012,2007,Sumadija,1657,2,0,1,2,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1.609437912
7048300331013,2007,Sumadija,1658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7048300331014,2007,Sumadija,1659,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
7048300721001,2007,Sumadija,1660,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7048300721002,2007,Sumadija,1661,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7048300721003,2007,Sumadija,1662,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
7048300721004,2007,Sumadija,1663,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.386294361
7048300721005,2007,Sumadija,1664,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7048300721006,2007,Sumadija,1665,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
7048300721007,2007,Sumadija,1666,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
7048300721008,2007,Sumadija,1667,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
7048300721009,2007,Sumadija,1668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7048300721010,2007,Sumadija,1669,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289
7048300721011,2007,Sumadija,1670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7048300721013,2007,Sumadija,1671,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
7048300721014,2007,Sumadija,1672,2,1,0,2,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1.609437912
7048301221001,2007,Sumadija,1673,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6931471806
7048301221002,2007,Sumadija,1674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7048301221003,2007,Sumadija,1675,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.386294361
7048301221004,2007,Sumadija,1676,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7048301221005,2007,Sumadija,1677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
