i,t,m,index,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
7073401791008,2007,West serbia,2582,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1.386294361
7073401791009,2007,West serbia,2583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073401791010,2007,West serbia,2584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7073401791011,2007,West serbia,2585,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1.386294361
7073401791013,2007,West serbia,2586,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
7073401791014,2007,West serbia,2587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7073402231002,2007,West serbia,2588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7073402231003,2007,West serbia,2589,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1.386294361
7073402231004,2007,West serbia,2590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402231005,2007,West serbia,2591,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402231006,2007,West serbia,2592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7073402231007,2007,West serbia,2593,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1.609437912
7073402231008,2007,West serbia,2594,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361
7073402231009,2007,West serbia,2595,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
7073402231011,2007,West serbia,2596,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
7073402231012,2007,West serbia,2597,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
7073402231013,2007,West serbia,2598,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7073402231014,2007,West serbia,2599,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402741001,2007,West serbia,2600,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7073402741002,2007,West serbia,2601,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402741003,2007,West serbia,2602,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7073402741004,2007,West serbia,2603,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.098612289
7073402741005,2007,West serbia,2604,2,0,3,2,1,0,2,0,0,0,0,0,0,1,1,0,1,1,1.945910149
7073402741006,2007,West serbia,2605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7073402741007,2007,West serbia,2606,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402741008,2007,West serbia,2607,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7073402741009,2007,West serbia,2608,2,0,2,3,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1.945910149
7073402741010,2007,West serbia,2609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7073402741011,2007,West serbia,2610,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
7073402741012,2007,West serbia,2611,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7073402741013,2007,West serbia,2612,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7073402741014,2007,West serbia,2613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7074200581001,2007,Sumadija,2614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074200581002,2007,Sumadija,2615,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
7074200581003,2007,Sumadija,2616,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
7074200581004,2007,Sumadija,2617,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1.386294361
7074200581005,2007,Sumadija,2618,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
7074200581006,2007,Sumadija,2619,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200581007,2007,Sumadija,2620,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.098612289
7074200581008,2007,Sumadija,2621,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200581009,2007,Sumadija,2622,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1.098612289
7074200581010,2007,Sumadija,2623,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200581011,2007,Sumadija,2624,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.386294361
7074200581012,2007,Sumadija,2625,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7074200581013,2007,Sumadija,2626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074200581014,2007,Sumadija,2627,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1.609437912
7074200991001,2007,Sumadija,2628,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200991002,2007,Sumadija,2629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074200991003,2007,Sumadija,2630,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200991004,2007,Sumadija,2631,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7074200991005,2007,Sumadija,2632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074200991006,2007,Sumadija,2633,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200991007,2007,Sumadija,2634,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7074200991008,2007,Sumadija,2635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7074200991009,2007,Sumadija,2636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7074200991010,2007,Sumadija,2637,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200991011,2007,Sumadija,2638,2,1,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1.609437912
7074200991012,2007,Sumadija,2639,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7074200991013,2007,Sumadija,2640,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7074200991014,2007,Sumadija,2641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7076900311001,2007,West serbia,2642,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7076900311002,2007,West serbia,2643,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7076900311003,2007,West serbia,2644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7076900311004,2007,West serbia,2645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7076900311005,2007,West serbia,2646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7076900311006,2007,West serbia,2647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7076900311007,2007,West serbia,2648,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7076900311008,2007,West serbia,2649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7076900311009,2007,West serbia,2650,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7076900311010,2007,West serbia,2651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7076900311011,2007,West serbia,2652,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7076900311012,2007,West serbia,2653,2,2,0,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1.791759469
7076900311013,2007,West serbia,2654,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7076900311014,2007,West serbia,2655,2,0,2,2,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1.791759469
7077700451001,2007,West serbia,2656,3,1,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1.609437912
7077700451002,2007,West serbia,2657,2,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912
7077700451003,2007,West serbia,2658,2,1,1,3,1,1,0,0,0,0,0,0,2,1,0,1,1,0,1.945910149
7077700451004,2007,West serbia,2659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7077700451006,2007,West serbia,2660,1,2,1,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1.609437912
7077700451007,2007,West serbia,2661,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
7077700451008,2007,West serbia,2662,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.098612289
7077700451009,2007,West serbia,2663,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7077700451010,2007,West serbia,2664,2,1,2,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1.791759469
7077700451011,2007,West serbia,2665,2,1,1,2,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1.791759469
7077700451012,2007,West serbia,2666,2,2,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1.791759469
7077700451013,2007,West serbia,2667,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1.609437912
7078500281003,2007,East serbia,2668,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289
7078500281004,2007,East serbia,2669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078500281006,2007,East serbia,2670,1,1,2,2,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1.791759469
7078500281007,2007,East serbia,2671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078500281009,2007,East serbia,2672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7078500281010,2007,East serbia,2673,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7078500281011,2007,East serbia,2674,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1.098612289
7078500281012,2007,East serbia,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078500281013,2007,East serbia,2676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078500281014,2007,East serbia,2677,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7078500881002,2007,East serbia,2678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7078500881004,2007,East serbia,2679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7078500881006,2007,East serbia,2680,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
7078500881007,2007,East serbia,2681,1,0,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1.386294361
7078500881008,2007,East serbia,2682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7078500881009,2007,East serbia,2683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7078500881010,2007,East serbia,2684,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7078500881011,2007,East serbia,2685,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1.098612289
7078500881014,2007,East serbia,2686,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361
7078501151001,2007,East serbia,2687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7078501151002,2007,East serbia,2688,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
7078501151003,2007,East serbia,2689,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7078501151004,2007,East serbia,2690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078501151005,2007,East serbia,2691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078501151006,2007,East serbia,2692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7078501151007,2007,East serbia,2693,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
7078501151008,2007,East serbia,2694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078501151009,2007,East serbia,2695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7078501151010,2007,East serbia,2696,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7078501151011,2007,East serbia,2697,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7078501151012,2007,East serbia,2698,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7078501151013,2007,East serbia,2699,2,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1.609437912
7078501151014,2007,East serbia,2700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7079300171002,2007,West serbia,2701,2,1,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1.791759469
7079300171004,2007,West serbia,2702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7079300171005,2007,West serbia,2703,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7079300171006,2007,West serbia,2704,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
7079300171007,2007,West serbia,2705,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7079300171008,2007,West serbia,2706,2,1,1,2,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1.791759469
7079300171009,2007,West serbia,2707,1,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7079300171011,2007,West serbia,2708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7079300171012,2007,West serbia,2709,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7079300171013,2007,West serbia,2710,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7079300171014,2007,West serbia,2711,1,0,1,3,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1.609437912
7080700591001,2007,East serbia,2712,2,1,1,2,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1.791759469
7080700591002,2007,East serbia,2713,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7080700591005,2007,East serbia,2714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7080700591007,2007,East serbia,2715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7080700591008,2007,East serbia,2716,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7080700591009,2007,East serbia,2717,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.098612289
7080700591010,2007,East serbia,2718,2,0,1,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,1.791759469
7080700591011,2007,East serbia,2719,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7080700591013,2007,East serbia,2720,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7080700591014,2007,East serbia,2721,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.098612289
7082300121002,2007,South-east serbia,2722,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
7082300121003,2007,South-east serbia,2723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7082300121004,2007,South-east serbia,2724,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7082300121005,2007,South-east serbia,2725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
7082300121006,2007,South-east serbia,2726,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7082300121007,2007,South-east serbia,2727,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7082300121008,2007,South-east serbia,2728,3,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1.609437912
7082300121009,2007,South-east serbia,2729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7082300121010,2007,South-east serbia,2730,3,0,2,2,0,0,1,0,1,0,0,0,0,1,1,0,1,2,1.945910149
7082300121011,2007,South-east serbia,2731,1,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1.386294361
7082300121013,2007,South-east serbia,2732,1,2,1,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1.609437912
7082300121014,2007,South-east serbia,2733,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
7083100541001,2007,West serbia,2734,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361
7083100541002,2007,West serbia,2735,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100541004,2007,West serbia,2736,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
7083100541005,2007,West serbia,2737,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.098612289
7083100541006,2007,West serbia,2738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7083100541007,2007,West serbia,2739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100541009,2007,West serbia,2740,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.386294361
7083100541010,2007,West serbia,2741,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100541011,2007,West serbia,2742,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
7083100541014,2007,West serbia,2743,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100671001,2007,West serbia,2744,3,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1.791759469
7083100671002,2007,West serbia,2745,3,1,1,2,0,0,1,0,0,1,0,0,0,1,2,0,0,2,1.945910149
7083100671004,2007,West serbia,2746,2,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1.609437912
7083100671005,2007,West serbia,2747,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100671006,2007,West serbia,2748,2,0,1,3,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1.791759469
7083100671007,2007,West serbia,2749,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7083100671008,2007,West serbia,2750,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1.609437912
7083100671009,2007,West serbia,2751,2,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1.791759469
7083100671010,2007,West serbia,2752,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1.098612289
7083100671011,2007,West serbia,2753,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.386294361
7083100671012,2007,West serbia,2754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7083100671013,2007,West serbia,2755,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
7083100671014,2007,West serbia,2756,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084000551001,2007,East serbia,2757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7084000551002,2007,East serbia,2758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084000551003,2007,East serbia,2759,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084000551005,2007,East serbia,2760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7084000551006,2007,East serbia,2761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7084000551007,2007,East serbia,2762,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471806
7084000551008,2007,East serbia,2763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7084000551009,2007,East serbia,2764,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084000551014,2007,East serbia,2765,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.098612289
7084001551004,2007,East serbia,2766,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.386294361
7084001551008,2007,East serbia,2767,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1.609437912
7084001551009,2007,East serbia,2768,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.386294361
7084002311001,2007,East serbia,2769,2,0,2,2,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1.791759469
7084002311002,2007,East serbia,2770,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084002311003,2007,East serbia,2771,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7084002311004,2007,East serbia,2772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7084002311006,2007,East serbia,2773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7084002311007,2007,East serbia,2774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7084002311008,2007,East serbia,2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7084002311010,2007,East serbia,2776,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7084002311011,2007,East serbia,2777,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084002311012,2007,East serbia,2778,2,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1.609437912
7084002311013,2007,East serbia,2779,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7084002311014,2007,East serbia,2780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7085800161001,2007,South-east serbia,2781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800161002,2007,South-east serbia,2782,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
7085800161003,2007,South-east serbia,2783,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800161004,2007,South-east serbia,2784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7085800161005,2007,South-east serbia,2785,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
7085800161006,2007,South-east serbia,2786,2,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1.609437912
7085800161007,2007,South-east serbia,2787,1,1,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1.791759469
7085800161008,2007,South-east serbia,2788,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1.386294361
7085800161009,2007,South-east serbia,2789,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
7085800161010,2007,South-east serbia,2790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7085800161011,2007,South-east serbia,2791,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
7085800161012,2007,South-east serbia,2792,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800161013,2007,South-east serbia,2793,1,0,3,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,1.609437912
7085800161014,2007,South-east serbia,2794,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
7085800731001,2007,South-east serbia,2795,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1.609437912
7085800731002,2007,South-east serbia,2796,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800731005,2007,South-east serbia,2797,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800731006,2007,South-east serbia,2798,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1.609437912
7085800731007,2007,South-east serbia,2799,1,0,1,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
7085800731008,2007,South-east serbia,2800,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1.791759469
7085800731009,2007,South-east serbia,2801,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
7085800731010,2007,South-east serbia,2802,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085800731011,2007,South-east serbia,2803,2,0,1,3,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1.791759469
7085800731012,2007,South-east serbia,2804,2,2,0,2,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1.791759469
7085800731013,2007,South-east serbia,2805,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1.609437912
7085801191002,2007,South-east serbia,2806,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1.609437912
7085801191004,2007,South-east serbia,2807,2,2,0,3,0,1,0,1,0,0,0,0,0,0,1,1,2,1,1.945910149
7085801191005,2007,South-east serbia,2808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7085801191006,2007,South-east serbia,2809,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
7085801191007,2007,South-east serbia,2810,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085801191008,2007,South-east serbia,2811,2,1,1,3,0,0,0,0,1,1,0,0,0,0,2,1,1,1,1.945910149
7085801191009,2007,South-east serbia,2812,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1.386294361
7085801191010,2007,South-east serbia,2813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
7085801191011,2007,South-east serbia,2814,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1.609437912
7085801191012,2007,South-east serbia,2815,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
7085801191013,2007,South-east serbia,2816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
