i,t,m,Females 00-03,Females 04-08,Females 09-13,Females 14-18,Females 19-30,Females 31-50,Females 51-99,Males 00-03,Males 04-08,Males 09-13,Males 14-18,Males 19-30,Males 31-50,Males 51-99,log HSize
7020201001028,2011-12,SNNP,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1.609437912
7020201001028,2013-14,SNNP,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1.609437912
7020201001028,2015-16,SNNP,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1.609437912
7020201001033,2011-12,SNNP,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1.609437912
7020201001033,2013-14,SNNP,1,0,1,0,0,1,1,1,1,1,0,0,1,1,2.197224577
7020201001033,2015-16,SNNP,0,1,0,0,0,1,1,1,1,0,1,0,1,0,2.079441542
7020201001048,2011-12,SNNP,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.098612289
7020201001048,2013-14,SNNP,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1.098612289
7020201001048,2015-16,SNNP,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
7020201001063,2011-12,SNNP,0,1,2,1,1,1,0,0,1,0,0,0,1,0,2.079441542
7020201001063,2013-14,SNNP,0,0,2,2,0,2,0,1,1,0,0,1,1,1,2.302585093
7020201001063,2015-16,SNNP,0,1,2,1,1,1,0,1,1,0,0,1,0,1,2.302585093
7020201001078,2011-12,SNNP,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.386294361
7020201001078,2013-14,SNNP,0,0,2,0,0,1,0,0,0,0,1,0,0,1,1.609437912
7020201001078,2015-16,SNNP,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.386294361
7020201001093,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7020201001093,2013-14,SNNP,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1.386294361
7020201001093,2015-16,SNNP,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1.386294361
7020201001108,2011-12,SNNP,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7020201001108,2013-14,SNNP,1,2,0,1,0,1,0,0,1,1,0,0,1,0,2.079441542
7020201001108,2015-16,SNNP,2,1,1,1,0,1,0,0,1,1,0,0,1,0,2.197224577
7020201001123,2011-12,SNNP,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1.609437912
7020201001123,2013-14,SNNP,1,1,0,1,0,1,0,1,1,1,0,0,1,0,2.079441542
7020201001123,2015-16,SNNP,0,2,0,1,0,1,0,1,0,2,0,0,1,0,2.079441542
7020201001138,2011-12,SNNP,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1.609437912
7020201001138,2013-14,SNNP,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.386294361
7020201001138,2015-16,SNNP,0,0,0,0,1,0,1,0,0,0,3,1,0,0,1.791759469
7020501302002,2011-12,SNNP,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1.386294361
7020501302002,2013-14,SNNP,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1.386294361
7020501302002,2015-16,SNNP,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1.386294361
7020501302014,2011-12,SNNP,0,0,1,0,0,1,0,0,1,0,1,2,1,1,1.945910149
7020501302014,2013-14,SNNP,0,0,1,0,0,1,0,0,2,0,0,3,0,1,2.079441542
7020501302014,2015-16,SNNP,0,0,0,0,0,1,0,0,2,1,1,2,0,0,2.079441542
7020501302020,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7020501302020,2013-14,SNNP,0,2,0,0,1,0,0,1,0,0,0,0,1,0,1.609437912
7020501302020,2015-16,SNNP,0,2,1,0,1,0,0,0,1,0,0,0,1,0,1.791759469
7020501302032,2011-12,SNNP,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1.386294361
7020501302032,2013-14,SNNP,0,3,1,0,0,1,0,1,0,0,0,0,1,0,1.945910149
7020501302032,2015-16,SNNP,1,2,2,0,0,2,0,0,1,0,0,0,0,0,2.079441542
7020501302038,2011-12,SNNP,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.098612289
7020501302038,2013-14,SNNP,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
7020501302038,2015-16,SNNP,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1.386294361
7020501302056,2011-12,SNNP,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1.609437912
7020501302056,2013-14,SNNP,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1.609437912
7020501302056,2015-16,SNNP,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1.609437912
7020501302074,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7020501302074,2013-14,SNNP,0,0,1,0,0,1,0,1,2,0,0,0,1,0,1.791759469
7020501302074,2015-16,SNNP,0,0,1,0,0,1,0,0,3,0,0,0,1,1,1.791759469
7020501302092,2011-12,SNNP,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1.791759469
7020501302092,2013-14,SNNP,1,1,0,0,1,0,1,0,0,2,0,0,1,0,2.079441542
7020501302092,2015-16,SNNP,1,1,0,0,0,1,1,0,0,2,1,0,1,0,2.079441542
7020501302110,2011-12,SNNP,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7020501302110,2013-14,SNNP,0,0,1,1,0,1,0,1,4,0,0,0,1,0,2.197224577
7020501302110,2015-16,SNNP,1,0,0,2,0,1,0,0,2,2,0,0,1,0,2.197224577
7020501302128,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7020501302128,2013-14,SNNP,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
7020501302128,2015-16,SNNP,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1.791759469
7020501302146,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7020501302146,2013-14,SNNP,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7020501302146,2015-16,SNNP,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1.609437912
7020501302164,2011-12,SNNP,0,0,0,0,0,1,0,0,0,1,0,4,1,0,1.945910149
7020501302164,2013-14,SNNP,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1.791759469
7020501302164,2015-16,SNNP,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1.791759469
070205030100103002,2018-19,SNNP,0,0,1,1,0,0,0,0,1,2,1,0,1,0,1.945910149
070205030100103011,2018-19,SNNP,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.386294361
070205030100103020,2018-19,SNNP,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1.945910149
070205030100103029,2018-19,SNNP,0,1,1,1,0,0,1,0,1,1,2,0,0,0,2.079441542
070205030100103038,2018-19,SNNP,0,2,2,1,0,1,1,1,1,0,2,0,1,0,2.48490665
070205030100103047,2018-19,SNNP,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1.791759469
070205030100103056,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6931471806
070205030100103065,2018-19,SNNP,0,1,2,1,0,1,0,0,0,0,1,2,1,0,2.197224577
070205030100103074,2018-19,SNNP,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1.609437912
070205030100103083,2018-19,SNNP,0,2,2,0,0,1,0,0,0,0,1,0,0,1,1.791759469
070205030100103092,2018-19,SNNP,0,1,0,0,0,1,0,0,0,2,1,1,0,0,1.945910149
070205030100103101,2018-19,SNNP,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.6931471806
070205030100103110,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.098612289
070205030100103119,2018-19,SNNP,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1.609437912
070205030100103128,2018-19,SNNP,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
070205088801202011,2018-19,SNNP,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1.945910149
070205088801202023,2018-19,SNNP,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1.386294361
070205088801202035,2018-19,SNNP,0,2,1,0,0,1,0,2,0,0,0,0,1,0,1.945910149
070205088801202047,2018-19,SNNP,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.609437912
070205088801202059,2018-19,SNNP,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1.386294361
070205088801202071,2018-19,SNNP,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1.791759469
070205088801202083,2018-19,SNNP,1,1,1,1,2,0,1,0,0,1,1,1,0,1,2.397895273
070205088801202095,2018-19,SNNP,0,1,1,2,0,1,0,0,0,1,0,0,0,0,1.945910149
070205088801202107,2018-19,SNNP,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1.609437912
070205088801202119,2018-19,SNNP,0,0,0,0,1,0,1,0,0,0,1,3,0,0,1.791759469
7020701001004,2011-12,SNNP,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289
7020701001004,2013-14,SNNP,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.609437912
7020701001004,2015-16,SNNP,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1.791759469
7020701001014,2011-12,SNNP,0,1,1,0,0,1,0,0,0,2,2,0,0,1,2.079441542
7020701001014,2013-14,SNNP,0,0,1,1,0,1,0,0,0,2,1,1,0,1,2.079441542
7020701001014,2015-16,SNNP,0,0,1,1,0,1,0,0,0,1,1,2,0,0,2.079441542
7020701001019,2011-12,SNNP,0,1,2,1,0,1,0,0,1,0,1,0,0,0,1.945910149
7020701001019,2013-14,SNNP,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1.791759469
7020701001019,2015-16,SNNP,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912
7020701001029,2011-12,SNNP,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1.945910149
7020701001029,2013-14,SNNP,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1.945910149
7020701001029,2015-16,SNNP,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1.945910149
7020701001034,2011-12,SNNP,0,0,3,2,0,1,0,0,0,0,0,0,0,1,1.945910149
7020701001034,2013-14,SNNP,0,0,2,2,1,1,0,0,0,0,0,0,0,1,1.945910149
7020701001034,2015-16,SNNP,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1.386294361
7020701001049,2011-12,SNNP,0,0,0,0,2,1,0,0,0,1,0,1,0,1,1.791759469
7020701001049,2013-14,SNNP,0,0,0,0,2,1,0,0,0,0,1,0,1,1,1.791759469
7020701001049,2015-16,SNNP,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1.386294361
7020701001064,2011-12,SNNP,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1.386294361
7020701001064,2013-14,SNNP,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1.791759469
7020701001064,2015-16,SNNP,0,1,0,1,0,0,0,1,0,0,1,0,2,0,1.791759469
7020701001079,2011-12,SNNP,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1.386294361
7020701001079,2013-14,SNNP,1,1,0,2,1,0,0,0,0,0,0,1,0,0,1.791759469
7020701001079,2015-16,SNNP,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1.609437912
7020701001094,2011-12,SNNP,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1.791759469
7020701001094,2013-14,SNNP,0,0,2,1,1,0,1,0,0,0,0,0,0,1,1.791759469
7020701001094,2015-16,SNNP,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1.609437912
7020701001109,2011-12,SNNP,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.386294361
7020701001109,2013-14,SNNP,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1.945910149
7020701001109,2015-16,SNNP,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1.945910149
7020701001124,2011-12,SNNP,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1.386294361
7020701001124,2013-14,SNNP,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1.386294361
7020701001124,2015-16,SNNP,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1.609437912
7020701001139,2011-12,SNNP,0,0,2,2,2,1,0,0,1,0,0,0,1,0,2.197224577
7020701001139,2013-14,SNNP,0,0,1,2,2,1,0,0,2,1,0,0,1,1,2.302585093
7020701001139,2015-16,SNNP,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1.945910149
7021001401003,2011-12,SNNP,0,1,1,0,0,1,0,0,1,0,2,0,1,0,1.945910149
7021001401003,2013-14,SNNP,1,1,1,0,0,1,0,0,0,1,1,1,1,0,2.079441542
7021001401003,2015-16,SNNP,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7021001401015,2011-12,SNNP,0,0,0,1,0,1,0,0,2,1,1,1,1,0,2.079441542
7021001401015,2013-14,SNNP,0,0,0,1,0,1,0,1,1,2,0,2,1,0,2.197224577
7021001401015,2015-16,SNNP,0,0,0,1,1,1,0,1,2,1,1,2,1,0,2.397895273
7021001401021,2011-12,SNNP,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1.791759469
7021001401021,2013-14,SNNP,0,0,1,1,0,1,0,1,2,0,1,0,1,0,2.079441542
7021001401021,2015-16,SNNP,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1.945910149
7021001401033,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7021001401033,2013-14,SNNP,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1.609437912
7021001401033,2015-16,SNNP,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1.609437912
7021001401039,2011-12,SNNP,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1.098612289
7021001401039,2013-14,SNNP,0,0,0,1,0,1,0,0,1,2,0,1,0,0,1.791759469
7021001401039,2015-16,SNNP,0,0,1,1,2,1,0,1,0,2,0,0,0,0,2.079441542
7021001401057,2011-12,SNNP,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.386294361
7021001401057,2013-14,SNNP,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1.386294361
7021001401057,2015-16,SNNP,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.098612289
7021001401075,2011-12,SNNP,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7021001401075,2013-14,SNNP,0,2,0,2,0,1,0,0,0,1,0,0,1,0,1.945910149
7021001401075,2015-16,SNNP,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1.609437912
7021001401093,2011-12,SNNP,0,1,2,0,2,1,0,0,1,0,1,0,1,0,2.197224577
7021001401093,2013-14,SNNP,1,1,2,1,2,1,0,0,1,0,1,0,1,0,2.397895273
7021001401093,2015-16,SNNP,1,1,1,2,0,1,0,0,1,1,0,1,1,0,2.302585093
7021001401111,2011-12,SNNP,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.098612289
7021001401111,2013-14,SNNP,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.098612289
7021001401111,2015-16,SNNP,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.098612289
7021001401129,2011-12,SNNP,0,0,1,0,3,1,0,0,0,1,1,1,0,0,2.079441542
7021001401129,2013-14,SNNP,0,0,1,0,3,1,0,0,0,0,2,0,1,0,2.079441542
7021001401129,2015-16,SNNP,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1.609437912
7021001401147,2011-12,SNNP,0,0,0,1,0,1,0,0,0,3,1,1,0,0,1.945910149
7021001401147,2013-14,SNNP,0,0,0,0,0,1,0,0,0,2,2,2,0,0,1.945910149
7021001401147,2015-16,SNNP,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1.609437912
7021001401165,2011-12,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
7021001401165,2013-14,SNNP,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
7021001401165,2015-16,SNNP,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1.609437912
070210088801703007,2018-19,SNNP,1,1,0,0,0,1,0,0,1,1,2,1,1,1,2.197224577
070210088801703009,2018-19,SNNP,0,0,2,1,2,1,0,0,0,0,1,1,0,0,2.197224577
070210088801703019,2018-19,SNNP,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1.945910149
070210088801703029,2018-19,SNNP,0,0,0,0,0,1,0,1,1,1,0,2,1,0,1.945910149
070210088801703039,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289
070210088801703049,2018-19,SNNP,0,0,0,0,0,1,0,0,1,2,1,0,1,0,1.791759469
070210088801703059,2018-19,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1.386294361
070210088801703069,2018-19,SNNP,2,2,1,1,1,1,0,0,0,1,0,1,0,0,2.397895273
070210088801703079,2018-19,SNNP,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1.945910149
070210088801703089,2018-19,SNNP,0,2,1,1,0,1,0,1,0,0,1,0,1,0,2.079441542
070210088801703099,2018-19,SNNP,0,2,0,0,0,1,0,0,2,0,1,0,1,0,1.945910149
7021100311011,2015-16,SNNP,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1.791759469
7021100311041,2015-16,SNNP,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289
7021100311056,2015-16,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7021100311071,2015-16,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
7021100311086,2015-16,SNNP,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806
7021100311116,2015-16,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7021100311131,2015-16,SNNP,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1.609437912
7021100311146,2015-16,SNNP,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289
7021100311176,2015-16,SNNP,0,0,0,2,0,0,1,0,0,0,0,1,1,0,1.791759469
7021100311191,2015-16,SNNP,1,0,1,0,1,1,0,0,1,0,2,0,1,0,2.079441542
7021100311221,2015-16,SNNP,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1.609437912
070211010100311011,2013-14,SNNP,0,1,0,1,0,1,1,0,0,2,0,0,1,0,1.945910149
070211010100311026,2013-14,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
070211010100311041,2013-14,SNNP,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289
070211010100311056,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
070211010100311071,2013-14,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
070211010100311086,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6931471806
070211010100311101,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
070211010100311116,2013-14,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
070211010100311131,2013-14,SNNP,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1.609437912
070211010100311146,2013-14,SNNP,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1.609437912
070211010100311161,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
070211010100311176,2013-14,SNNP,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1.791759469
070211010100311191,2013-14,SNNP,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1.945910149
070211010100311206,2013-14,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
070211010100311221,2013-14,SNNP,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1.609437912
070211010100614004,2018-19,SNNP,0,0,2,1,0,1,0,1,0,0,1,0,1,0,1.945910149
070211010100614012,2018-19,SNNP,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1.386294361
070211010100614020,2018-19,SNNP,0,0,1,2,0,1,0,0,0,1,1,0,0,0,1.791759469
070211010100614028,2018-19,SNNP,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1.609437912
070211010100614036,2018-19,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.6931471806
070211010100614044,2018-19,SNNP,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
070211010100614052,2018-19,SNNP,0,2,2,2,0,1,0,0,0,0,1,0,1,0,2.197224577
070211010100614060,2018-19,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
070211010100614068,2018-19,SNNP,1,1,1,2,0,1,0,0,0,2,1,2,1,0,2.48490665
070211010100614076,2018-19,SNNP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
070211010100614084,2018-19,SNNP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
070211010100614092,2018-19,SNNP,3,1,0,1,1,0,0,0,0,1,0,0,1,0,2.079441542
7.0211E+16,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
070211010100614108,2018-19,SNNP,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
070211010100614116,2018-19,SNNP,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1.386294361
7030200501001,2011-12,SNNP,0,0,0,0,2,1,0,0,2,0,0,1,5,1,2.48490665
7030200501001,2013-14,SNNP,1,0,0,0,1,2,0,0,1,1,0,1,2,1,2.302585093
7030200501001,2015-16,SNNP,0,1,0,0,1,2,0,0,0,2,0,0,2,0,2.197224577
7030200501013,2011-12,SNNP,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.098612289
7030200501013,2013-14,SNNP,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.098612289
7030200501013,2015-16,SNNP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6931471806
7030200501019,2011-12,SNNP,0,0,0,1,0,2,0,0,0,0,0,3,0,0,1.791759469
7030200501019,2013-14,SNNP,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.098612289
7030200501019,2015-16,SNNP,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1.386294361
7030200501031,2011-12,SNNP,0,0,1,1,1,1,0,0,1,1,1,2,1,0,2.302585093
7030200501031,2013-14,SNNP,0,0,0,1,1,1,1,0,0,1,1,1,1,1,2.079441542
7030200501031,2015-16,SNNP,0,0,0,1,0,1,1,0,0,0,1,2,1,0,2.079441542
7030200501037,2011-12,SNNP,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1.609437912
7030200501037,2013-14,SNNP,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1.386294361
7030200501037,2015-16,SNNP,0,0,1,2,0,0,1,0,0,0,0,2,0,0,1.791759469
7030200501055,2011-12,SNNP,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1.386294361
7030200501055,2013-14,SNNP,0,1,0,0,1,0,0,2,1,1,0,0,1,0,1.945910149
7030200501055,2015-16,SNNP,0,1,0,0,0,1,0,2,0,2,0,0,1,0,1.945910149
7030200501073,2011-12,SNNP,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1.609437912
7030200501073,2013-14,SNNP,0,0,0,0,2,1,0,2,0,0,0,0,2,0,1.945910149
7030200501073,2015-16,SNNP,1,0,0,0,1,1,1,1,1,0,0,0,2,0,2.079441542
7030200501091,2011-12,SNNP,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1.386294361
7030200501091,2013-14,SNNP,1,1,0,0,1,0,0,0,0,2,0,0,1,0,1.791759469
7030200501091,2015-16,SNNP,1,2,1,0,0,1,0,0,0,1,0,0,1,0,1.945910149
7030200501109,2011-12,SNNP,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1.791759469
7030200501109,2013-14,SNNP,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.609437912
7030200501109,2015-16,SNNP,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1.609437912
7030200501127,2011-12,SNNP,0,1,2,0,0,1,0,0,1,0,1,2,1,0,2.197224577
7030200501127,2013-14,SNNP,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1.945910149
7030200501127,2015-16,SNNP,0,0,2,1,0,1,1,0,0,0,1,1,1,0,2.079441542
7030200501145,2011-12,SNNP,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.386294361
7030200501145,2013-14,SNNP,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1.609437912
7030200501145,2015-16,SNNP,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1.791759469
7030200501163,2011-12,SNNP,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.098612289
7030200501163,2013-14,SNNP,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.098612289
7030200501163,2015-16,SNNP,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1.098612289
070302088800701006,2018-19,SNNP,0,0,0,0,2,0,1,0,0,0,0,2,0,0,1.609437912
070302088800701016,2018-19,SNNP,2,0,1,0,2,0,1,0,0,0,0,1,0,0,1.945910149
070302088800701026,2018-19,SNNP,0,0,0,0,2,0,0,1,0,0,0,0,2,1,1.609437912
070302088800701036,2018-19,SNNP,0,0,0,1,0,1,0,1,1,2,1,0,0,0,2.079441542
070302088800701046,2018-19,SNNP,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
070302088800701056,2018-19,SNNP,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.098612289
070302088800701066,2018-19,SNNP,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.609437912
070302088800701076,2018-19,SNNP,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1.098612289
070302088800701086,2018-19,SNNP,1,1,0,0,1,0,0,0,1,2,0,0,1,1,1.945910149
070302088800701096,2018-19,SNNP,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1.791759469
7030400501004,2011-12,SNNP,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1.386294361
7030400501004,2013-14,SNNP,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1.609437912
7030400501004,2015-16,SNNP,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1.609437912
7030400501012,2011-12,SNNP,0,0,1,1,2,0,1,0,0,0,0,0,0,1,1.791759469
7030400501012,2013-14,SNNP,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1.609437912
7030400501012,2015-16,SNNP,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1.791759469
7030400501016,2011-12,SNNP,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1.609437912
7030400501016,2013-14,SNNP,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
7030400501016,2015-16,SNNP,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289
7030400501024,2011-12,SNNP,0,0,1,1,0,1,0,0,2,0,1,1,1,0,2.079441542
7030400501024,2013-14,SNNP,0,1,0,1,0,1,0,0,0,2,0,1,1,0,1.945910149
7030400501024,2015-16,SNNP,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1.609437912
7030400501028,2011-12,SNNP,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1.609437912
7030400501028,2013-14,SNNP,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1.945910149
7030400501028,2015-16,SNNP,0,0,0,0,0,0,1,0,2,1,0,1,0,1,1.791759469
7030400501040,2011-12,SNNP,0,0,0,0,0,1,0,0,1,2,1,0,0,1,1.791759469
7030400501040,2013-14,SNNP,0,0,0,0,0,1,0,0,1,1,2,0,0,1,1.791759469
7030400501040,2015-16,SNNP,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1.945910149
