i,t,m,Females 00-03,Females 04-08,Females 09-13,Females 14-18,Females 19-30,Females 31-50,Females 51-99,Males 00-03,Males 04-08,Males 09-13,Males 14-18,Males 19-30,Males 31-50,Males 51-99,log HSize
3030501101023,2013-14,Amhara,0,0,2,0,1,1,0,0,0,0,1,0,0,1,1.791759469
3030501101023,2015-16,Amhara,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.098612289
3030501101044,2011-12,Amhara,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1.386294361
3030501101044,2013-14,Amhara,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1.609437912
3030501101044,2015-16,Amhara,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.098612289
3030501101051,2011-12,Amhara,0,0,0,0,1,0,1,0,2,1,0,0,1,0,1.791759469
3030501101051,2013-14,Amhara,0,0,0,0,1,0,1,1,1,2,0,0,1,0,1.945910149
3030501101051,2015-16,Amhara,1,0,0,0,1,0,1,1,1,1,1,0,1,0,2.079441542
3030501101065,2011-12,Amhara,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.098612289
3030501101065,2013-14,Amhara,1,1,1,0,1,0,0,2,0,0,0,0,1,0,1.945910149
3030501101065,2015-16,Amhara,0,2,1,0,1,0,0,2,0,0,0,0,1,0,1.945910149
3030501101072,2011-12,Amhara,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289
3030501101072,2013-14,Amhara,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1.386294361
3030501101072,2015-16,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
3030501101081,2013-14,Amhara,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3030501101081,2015-16,Amhara,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3030501101087,2011-12,Amhara,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1.609437912
3030501101087,2013-14,Amhara,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1.945910149
3030501101087,2015-16,Amhara,1,0,2,0,1,0,0,0,0,1,0,0,1,0,1.791759469
3030501101108,2011-12,Amhara,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.098612289
3030501101108,2013-14,Amhara,0,1,0,0,2,0,0,0,1,0,0,1,0,0,1.609437912
3030501101108,2015-16,Amhara,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1.386294361
3030501101123,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3030501101123,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3030501101123,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3030501101130,2011-12,Amhara,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1.098612289
3030501101130,2013-14,Amhara,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1.386294361
3030501101130,2015-16,Amhara,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1.386294361
3030501101193,2011-12,Amhara,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1.386294361
3030501101193,2013-14,Amhara,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1.791759469
3030501101193,2015-16,Amhara,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1.791759469
3030701002003,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.6931471806
3030701002003,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.098612289
3030701002003,2015-16,Amhara,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1.609437912
3030701002022,2011-12,Amhara,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.386294361
3030701002022,2013-14,Amhara,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1.609437912
3030701002022,2015-16,Amhara,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1.386294361
3030701002040,2011-12,Amhara,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6931471806
3030701002040,2013-14,Amhara,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.098612289
3030701002040,2015-16,Amhara,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1.386294361
3030701002043,2011-12,Amhara,0,0,0,0,2,1,0,0,0,1,0,2,0,2,1.945910149
3030701002043,2013-14,Amhara,0,0,0,0,2,0,1,0,0,0,1,2,0,2,2.079441542
3030701002043,2015-16,Amhara,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.945910149
3030701002062,2011-12,Amhara,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1.609437912
3030701002062,2013-14,Amhara,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1.609437912
3030701002062,2015-16,Amhara,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1.609437912
3030701002081,2011-12,Amhara,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.098612289
3030701002081,2013-14,Amhara,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289
3030701002081,2015-16,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.098612289
3030701002100,2011-12,Amhara,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.098612289
3030701002100,2013-14,Amhara,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1.386294361
3030701002100,2015-16,Amhara,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1.386294361
3030701002101,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
3030701002101,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
3030701002101,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
3030701002120,2011-12,Amhara,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1.609437912
3030701002120,2013-14,Amhara,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1.791759469
3030701002120,2015-16,Amhara,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.386294361
3030701002138,2011-12,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
3030701002138,2013-14,Amhara,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1.609437912
3030701002138,2015-16,Amhara,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1.386294361
3030701002156,2011-12,Amhara,0,1,1,0,0,1,0,0,0,1,2,0,1,1,1.945910149
3030701002156,2013-14,Amhara,0,1,1,0,0,1,0,0,0,0,2,1,0,1,1.945910149
3030701002156,2015-16,Amhara,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1.386294361
3030701002174,2011-12,Amhara,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1.609437912
3030701002174,2013-14,Amhara,0,0,1,1,0,0,2,0,0,0,0,1,0,1,1.945910149
3030701002174,2015-16,Amhara,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1.386294361
030307088802601009,2018-19,Amhara,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1.791759469
030307088802601019,2018-19,Amhara,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1.386294361
030307088802601029,2018-19,Amhara,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.098612289
030307088802601039,2018-19,Amhara,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.098612289
030307088802601049,2018-19,Amhara,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1.386294361
030307088802601056,2018-19,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
030307088802601060,2018-19,Amhara,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471806
030307088802601070,2018-19,Amhara,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361
030307088802601080,2018-19,Amhara,1,0,0,1,0,1,0,0,2,1,1,1,1,0,2.302585093
030307088802601090,2018-19,Amhara,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1.609437912
3.03071E+16,2018-19,Amhara,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
3030801617003,2011-12,Amhara,0,0,0,2,0,1,0,0,1,1,0,0,0,1,1.791759469
3030801617003,2013-14,Amhara,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1.386294361
3030801617003,2015-16,Amhara,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1.386294361
3030801617018,2011-12,Amhara,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1.791759469
3030801617018,2013-14,Amhara,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1.945910149
3030801617018,2015-16,Amhara,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.386294361
3030801617033,2011-12,Amhara,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1.791759469
3030801617033,2013-14,Amhara,0,0,1,0,1,1,0,0,0,2,0,0,0,1,1.791759469
3030801617033,2015-16,Amhara,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
3030801617047,2011-12,Amhara,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.098612289
3030801617047,2013-14,Amhara,0,0,1,0,0,1,0,0,2,1,0,0,1,0,1.791759469
3030801617047,2015-16,Amhara,0,0,1,0,0,1,0,0,2,0,1,0,1,1,1.791759469
3030801617056,2011-12,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3030801617056,2013-14,Amhara,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
3030801617056,2015-16,Amhara,0,0,0,0,0,1,1,0,0,0,2,1,0,1,1.609437912
3030801617061,2011-12,Amhara,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1.791759469
3030801617061,2013-14,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.6931471806
3030801617061,2015-16,Amhara,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.098612289
3030801617076,2011-12,Amhara,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.386294361
3030801617076,2013-14,Amhara,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1.791759469
3030801617076,2015-16,Amhara,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1.609437912
3030801617088,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.098612289
3030801617088,2013-14,Amhara,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1.609437912
3030801617088,2015-16,Amhara,0,0,1,0,0,1,0,1,0,1,2,0,1,0,1.945910149
3030801617101,2011-12,Amhara,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.098612289
3030801617115,2011-12,Amhara,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1.609437912
3030801617115,2013-14,Amhara,1,0,0,2,0,1,0,0,1,0,1,0,1,0,1.945910149
3030801617115,2015-16,Amhara,1,0,0,2,0,1,0,0,1,0,0,0,1,0,1.791759469
3030801617127,2011-12,Amhara,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1.098612289
3030801617127,2013-14,Amhara,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.098612289
3030801617127,2015-16,Amhara,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471806
3030801617151,2011-12,Amhara,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1.098612289
3030801617151,2013-14,Amhara,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.386294361
3030801617151,2015-16,Amhara,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1.386294361
3030900308014,2015-16,Amhara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3030900308022,2015-16,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289
3030900308030,2015-16,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
3030900308038,2015-16,Amhara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3030900308046,2015-16,Amhara,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1.098612289
3030900308054,2015-16,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3030900308062,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806
3030900308070,2015-16,Amhara,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.6931471806
3030900308078,2015-16,Amhara,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1.386294361
3030900308086,2015-16,Amhara,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6931471806
3030900308094,2015-16,Amhara,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1.098612289
3030900308102,2015-16,Amhara,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1.609437912
3030900308110,2015-16,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3030900308118,2015-16,Amhara,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.098612289
030309010100308006,2013-14,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
030309010100308014,2013-14,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
030309010100308022,2013-14,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.098612289
030309010100308030,2013-14,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
030309010100308038,2013-14,Amhara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
030309010100308046,2013-14,Amhara,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1.609437912
030309010100308054,2013-14,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
030309010100308062,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
030309010100308070,2013-14,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
030309010100308078,2013-14,Amhara,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.098612289
030309010100308086,2013-14,Amhara,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6931471806
030309010100308094,2013-14,Amhara,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1.098612289
030309010100308102,2013-14,Amhara,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361
030309010100308110,2013-14,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
030309010100308118,2013-14,Amhara,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1.386294361
030309010100310004,2018-19,Amhara,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6931471806
030309010100310006,2018-19,Amhara,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.386294361
030309010100310014,2018-19,Amhara,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1.386294361
030309010100310022,2018-19,Amhara,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471806
030309010100310030,2018-19,Amhara,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
030309010100310038,2018-19,Amhara,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1.386294361
030309010100310046,2018-19,Amhara,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.098612289
030309010100310054,2018-19,Amhara,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1.386294361
030309010100310062,2018-19,Amhara,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
030309010100310070,2018-19,Amhara,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1.098612289
030309010100310086,2018-19,Amhara,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6931471806
030309010100310094,2018-19,Amhara,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.098612289
030309010100310102,2018-19,Amhara,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1.386294361
030309010100310110,2018-19,Amhara,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
030309010100310118,2018-19,Amhara,0,0,0,2,0,1,0,0,1,1,0,0,1,0,1.791759469
030309010100310126,2018-19,Amhara,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6931471806
3031001701004,2011-12,Amhara,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1.609437912
3031001701004,2013-14,Amhara,1,1,0,0,1,0,0,0,0,2,0,0,1,0,1.791759469
3031001701004,2015-16,Amhara,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1.791759469
3031001701022,2011-12,Amhara,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1.098612289
3031001701022,2013-14,Amhara,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.098612289
3031001701022,2015-16,Amhara,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1.098612289
3031001701040,2011-12,Amhara,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1.609437912
3031001701040,2013-14,Amhara,0,0,0,1,0,1,0,0,0,1,0,2,0,1,1.791759469
3031001701040,2015-16,Amhara,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.098612289
3031001701045,2011-12,Amhara,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.098612289
3031001701045,2013-14,Amhara,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.098612289
3031001701045,2015-16,Amhara,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.098612289
3031001701062,2011-12,Amhara,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.098612289
3031001701062,2013-14,Amhara,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1.098612289
3031001701062,2015-16,Amhara,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6931471806
3031001701081,2011-12,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
3031001701081,2013-14,Amhara,0,1,2,0,0,1,0,1,0,0,0,0,1,0,1.791759469
3031001701081,2015-16,Amhara,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1.609437912
3031001701099,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
3031001701099,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806
3031001701099,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3031001701100,2011-12,Amhara,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.386294361
3031001701100,2013-14,Amhara,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.386294361
3031001701100,2015-16,Amhara,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1.386294361
3031001701118,2011-12,Amhara,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1.386294361
3031001701118,2013-14,Amhara,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.386294361
3031001701118,2015-16,Amhara,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1.609437912
3031001701139,2011-12,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
3031001701139,2013-14,Amhara,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.098612289
3031001701139,2015-16,Amhara,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.386294361
3031001701157,2011-12,Amhara,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.6931471806
3031001701157,2013-14,Amhara,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1.098612289
3031001701157,2015-16,Amhara,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1.386294361
3031001701176,2011-12,Amhara,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1.791759469
3031001701176,2013-14,Amhara,1,0,1,0,0,1,0,0,0,1,1,0,1,2,1.945910149
3031001701176,2015-16,Amhara,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1.945910149
030312088800504008,2018-19,Amhara,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1.791759469
030312088800504022,2018-19,Amhara,0,0,0,0,2,1,0,1,1,0,0,0,1,0,1.791759469
030312088800504034,2018-19,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806
030312088800504046,2018-19,Amhara,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1.386294361
030312088800504058,2018-19,Amhara,0,2,1,0,1,0,0,0,0,0,0,0,1,0,1.609437912
030312088800504061,2018-19,Amhara,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6931471806
030312088800504075,2018-19,Amhara,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.6931471806
030312088800504082,2018-19,Amhara,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1.609437912
030312088800504094,2018-19,Amhara,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1.609437912
030312088800504106,2018-19,Amhara,0,1,0,2,0,0,1,0,1,0,0,1,0,0,1.791759469
030312088800504118,2018-19,Amhara,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289
030312088800504131,2018-19,Amhara,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1.609437912
030401088801512006,2018-19,Amhara,0,1,0,0,0,1,0,0,1,0,2,0,1,1,1.791759469
030401088801512016,2018-19,Amhara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.386294361
030401088801512026,2018-19,Amhara,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.6931471806
030401088801512036,2018-19,Amhara,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1.386294361
030401088801512046,2018-19,Amhara,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1.609437912
030401088801512056,2018-19,Amhara,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1.098612289
030401088801512066,2018-19,Amhara,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1.386294361
030401088801512070,2018-19,Amhara,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.098612289
030401088801512079,2018-19,Amhara,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1.791759469
030401088801512081,2018-19,Amhara,0,0,1,2,0,1,0,0,2,1,0,1,1,1,2.197224577
030401088801512093,2018-19,Amhara,1,2,0,0,0,1,1,0,0,0,1,0,0,1,1.945910149
030401088801512103,2018-19,Amhara,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1.945910149
3040301401004,2011-12,Amhara,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.098612289
3040301401004,2013-14,Amhara,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.098612289
3040301401004,2015-16,Amhara,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.098612289
3040301401014,2011-12,Amhara,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289
3040301401014,2013-14,Amhara,0,0,0,0,0,1,1,0,0,3,1,0,1,0,1.945910149
3040301401014,2015-16,Amhara,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1.609437912
3040301401019,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401019,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401019,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401027,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401027,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401027,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3040301401035,2011-12,Amhara,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1.609437912
3040301401035,2013-14,Amhara,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1.791759469
3040301401035,2015-16,Amhara,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1.609437912
3040301401050,2011-12,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401050,2013-14,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401050,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040301401065,2011-12,Amhara,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1.098612289
3040301401065,2013-14,Amhara,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1.386294361
3040301401065,2015-16,Amhara,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1.386294361
3040301401080,2011-12,Amhara,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1.386294361
3040301401080,2013-14,Amhara,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1.386294361
3040301401080,2015-16,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3040301401095,2011-12,Amhara,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.098612289
3040301401095,2013-14,Amhara,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.098612289
3040301401095,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
3040301401110,2011-12,Amhara,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1.609437912
3040301401110,2013-14,Amhara,0,0,1,0,0,0,1,0,0,0,1,2,0,0,1.609437912
3040301401110,2015-16,Amhara,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1.386294361
3040301401125,2011-12,Amhara,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1.386294361
3040301401125,2013-14,Amhara,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1.386294361
3040301401125,2015-16,Amhara,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
3040301401140,2011-12,Amhara,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1.609437912
3040301401140,2013-14,Amhara,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1.609437912
3040301401140,2015-16,Amhara,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1.609437912
030404088801907006,2018-19,Amhara,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1.386294361
030404088801907017,2018-19,Amhara,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1.609437912
030404088801907027,2018-19,Amhara,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.098612289
030404088801907029,2018-19,Amhara,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
030404088801907038,2018-19,Amhara,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1.098612289
030404088801907048,2018-19,Amhara,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.6931471806
030404088801907058,2018-19,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.098612289
030404088801907069,2018-19,Amhara,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.791759469
030404088801907079,2018-19,Amhara,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1.386294361
030404088801907090,2018-19,Amhara,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.04041E+16,2018-19,Amhara,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.098612289
030404088801907110,2018-19,Amhara,0,1,2,1,1,0,1,0,0,0,0,0,0,0,1.791759469
3040600801004,2011-12,Amhara,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1.098612289
3040600801004,2013-14,Amhara,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1.386294361
3040600801004,2015-16,Amhara,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3040600801016,2011-12,Amhara,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
3040600801016,2013-14,Amhara,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
3040600801016,2015-16,Amhara,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1.386294361
3040600801028,2011-12,Amhara,0,0,0,1,0,1,0,0,2,0,1,1,0,0,1.791759469
3040600801028,2013-14,Amhara,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1.609437912
3040600801028,2015-16,Amhara,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1.386294361
3040600801041,2011-12,Amhara,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912
3040600801041,2013-14,Amhara,0,0,1,0,0,1,0,1,2,1,0,1,0,1,2.079441542
3040600801041,2015-16,Amhara,0,0,1,0,0,1,0,2,1,1,1,0,0,0,2.079441542
3040600801053,2011-12,Amhara,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1.609437912
